frame,component,offset,sigma,q_1_00,q_0_99,q_0_98,q_0_97,q_0_96,q_0_95,q_0_90,q_0_80,q_0_50
0009,PRight,2,3,0.07068727165460587,0.029891372192651047,0.024732924699783335,0.020660624001175167,0.018482491299510004,0.017232804652303448,0.011626270692795523,0.0063321781344711815,0.004529943456873298
0009,PRight,3,0,0.19812798500061035,0.03884199660271406,0.02610139559954405,0.020786013994365936,0.01759022332727909,0.01510848943144083,0.009624607395380739,0.00567838810384274,0.003192125470377505
0009,PRight,3,1,0.14284738898277283,0.030756565667688855,0.022443428188562393,0.01932182438671589,0.016922434195876128,0.015264268591999992,0.009548822697252045,0.005137737095355988,0.003470870666205883
0009,PRight,3,2,0.08974658697843552,0.026803406141698367,0.020990567542612557,0.018053772002458578,0.016250986456871036,0.014972499432042234,0.009761353209614758,0.005083567462861543,0.0035645122407004237
0009,PRight,3,3,0.0644514411687851,0.025290596187114718,0.01996459543704987,0.016786613352596763,0.015549238212406637,0.01464085904881356,0.009777080919593575,0.005195897165685895,0.003609147621318698
0014,PRight,1,0,0.19703048467636108,0.04288098573684693,0.030367392376065262,0.022895991951227195,0.018860510513186456,0.016397460084408504,0.011811514385044575,0.008385483361780646,0.004705241648480296
0014,PRight,1,1,0.10246043652296066,0.032203316427767276,0.026305309124290945,0.02292615991085768,0.020035432875156405,0.017505955509841423,0.011164864618331195,0.007084935717284679,0.005146340699866414
0014,PRight,1,2,0.06006358563899994,0.026650254707783462,0.02294475544244051,0.021119626685976983,0.019319510608911517,0.017737749125808472,0.01167908487841487,0.006780546437948944,0.005288464715704322
0014,PRight,1,3,0.045755721628665924,0.023402972184121608,0.02078394912183285,0.019233521893620494,0.0181919788569212,0.016999972611665692,0.012129117827862503,0.006941824499517683,0.0053556913044303656
0014,PRight,2,0,0.1355513334274292,0.03565659165382387,0.02532661736011506,0.018917505312711008,0.01572936244308949,0.013633693614974601,0.009618891961872579,0.006201458536088467,0.003541808924637735
0014,PRight,2,1,0.07592899352312088,0.02627918809652329,0.021548733524978162,0.019166951756924396,0.016912444680929197,0.014933229004964223,0.0091044488362968,0.005385013483464718,0.003875074675306678
0014,PRight,2,2,0.0464741475880146,0.02204170120880008,0.019034618437290193,0.01753087421879173,0.01607560306787491,0.014752043411135663,0.009886517282575379,0.005184301268309355,0.004007286857813597
0014,PRight,2,3,0.03448377177119255,0.01911299927160144,0.017179501242935658,0.016088711954653265,0.015062993727624418,0.01406416948884725,0.010141996666789055,0.005299133062362672,0.004065318964421749
0014,PRight,3,0,0.1355513334274292,0.03151365578174592,0.02185380458831787,0.016450574453920137,0.013666859827935696,0.012033212278038254,0.008020723890513183,0.00507482560351491,0.002977706491947174
0014,PRight,3,1,0.07469187676906586,0.023324274476617574,0.018815442360937597,0.016589711811393505,0.01469466269016266,0.013103353790938832,0.007939751446247109,0.004462964087724687,0.0032107026781886816
0014,PRight,3,2,0.044172849506139755,0.01975341452285648,0.016841962896287442,0.015150853814557195,0.014024298265576364,0.012907504243776175,0.008732011355459703,0.004368327278643847,0.0032963932026177645
0014,PRight,3,3,0.03181963041424751,0.017204835116863253,0.015383975189179182,0.014022172112017874,0.013064654879271985,0.012285239994525899,0.008899265248328448,0.004517055489122869,0.003343648510053754
0019,PRight,1,0,0.17563076317310333,0.06297514118254186,0.04872043430805208,0.04139261804521087,0.03553932875394823,0.03109731990844009,0.017408778890967373,0.010027504712343219,0.004992578877136111
0019,PRight,1,1,0.08226948976516724,0.05179049324244261,0.041978694275021565,0.03588195223361254,0.0314510789513588,0.02878822600468988,0.019953751005232334,0.009363824315369133,0.0053664278239011765
0019,PRight,1,2,0.06685958057641983,0.04597566757351161,0.03756310716271401,0.03239048771560192,0.028878674656152726,0.026966228801757076,0.020109589025378228,0.01028076987713576,0.005495590157806873
0019,PRight,1,3,0.056894585490226746,0.04165921226143837,0.035182739943265914,0.031093898899853232,0.027459263578057305,0.024820191320031878,0.019740696623921396,0.01128056757152081,0.005532355047762394
0019,PRight,2,0,0.17563076317310333,0.05190783366560937,0.03939544327557088,0.03336830351501704,0.028120094984769837,0.0246477285400033,0.013978499546647089,0.007665760070085528,0.003809212357737124
0019,PRight,2,1,0.07608962804079056,0.04216785684227944,0.03367731451988221,0.0280776590667665,0.02495763748884202,0.022959978505969016,0.015838509052991872,0.007241186406463386,0.004076333716511726
0019,PRight,2,2,0.05713154003024101,0.03785396587103606,0.02999404311180115,0.025393530279397974,0.022671509608626367,0.02120947018265724,0.016214231587946416,0.008433123119175441,0.004189427942037582
0019,PRight,2,3,0.04761306568980217,0.03389299012720585,0.028161012269556522,0.024483600035309794,0.021239313334226625,0.019550222530961024,0.015831257589161398,0.009270595386624341,0.004248862620443106
0019,PRight,3,0,0.16303791105747223,0.04577640432864428,0.0344966920465231,0.02788093585520983,0.023662745952606205,0.020098268799483766,0.01173716606572271,0.0063506849110126495,0.0031741458224132657
0019,PRight,3,1,0.07536004483699799,0.036553180851042276,0.02853434778749943,0.024094609357416634,0.021794261857867248,0.01979303779080509,0.01348196677863598,0.005913077294826508,0.003349116654135287
0019,PRight,3,2,0.054649125784635544,0.03260926116257906,0.025856183432042625,0.021891203373670585,0.019687273651361466,0.01836799215525386,0.013926824554800998,0.006966073997318748,0.0034309691982343793
0019,PRight,3,3,0.043909136205911636,0.02912109844386578,0.024337853603065014,0.021107281967997552,0.018183758333325386,0.01696699699386953,0.013434822484850884,0.008007534407079223,0.003500868333503604
0024,PRight,1,0,0.11506891995668411,0.03586047913879157,0.026601983867585662,0.021572206411510707,0.01851707331836224,0.016516796126961653,0.011691335402429108,0.008377489633858209,0.0047695806715637445
0024,PRight,1,1,0.06285613775253296,0.027163339983671906,0.02348110754042864,0.020927762221544983,0.018975643143057823,0.017255296371877192,0.01113683544099331,0.006999156624078751,0.0051273927092552185
0024,PRight,1,2,0.03331741318106651,0.022841560672968626,0.020871489569544793,0.019352983497083188,0.01805353738367558,0.0170147550292313,0.011658275593072179,0.006627908349037171,0.005239129299297929
0024,PRight,1,3,0.023662449792027473,0.019939021673053503,0.01864956971257925,0.017857419941574335,0.017024743258953094,0.016275957413017746,0.012042425200343135,0.006764136906713251,0.005296772578731179
0024,PRight,2,0,0.11506891995668411,0.03191531084477902,0.023503278754651555,0.01873072445392609,0.015707165822386744,0.01371420715004203,0.009409329015761619,0.006195912510156632,0.0035995764192193747
0024,PRight,2,1,0.051567524671554565,0.023590973932296037,0.020483298525214196,0.018315600287169224,0.016582475528120998,0.015047415532171714,0.00941766519099475,0.005335436947643757,0.0038526951102539897
0024,PRight,2,2,0.028025604784488678,0.019894691482186318,0.018082967959344387,0.01666089491918683,0.015668433755636216,0.014601245755329726,0.010224981326609851,0.005126900225877762,0.003947329008951783
0024,PRight,2,3,0.020774945616722107,0.017411678805947305,0.01624344941228628,0.015439664069563151,0.014612523987889292,0.013884575478732585,0.010373792331665755,0.00520870927721262,0.004007430747151375
0024,PRight,3,0,0.11506891995668411,0.02772004967555404,0.02064813993871212,0.016629707459360363,0.01400053046643735,0.012244031019508819,0.008039691485464575,0.005113557726144792,0.0029659781139343977
0024,PRight,3,1,0.05127555876970291,0.021251661200076342,0.018124275021255017,0.01611121209338308,0.014341407343745232,0.013064726861193768,0.008306140638887887,0.004443086124956612,0.0031893098494037986
0024,PRight,3,2,0.027115967124700546,0.018191519770771266,0.015967123061418537,0.014653490027412773,0.01374820597469807,0.012734401831403369,0.009074354078620697,0.00434516603127122,0.003279348253272474
0024,PRight,3,3,0.018420444801449776,0.015904801674187185,0.01450163047760725,0.013526133336126804,0.012734171263873578,0.012081858981400725,0.009142061788588764,0.004426415078341961,0.003325785859487951
0029,PRight,1,0,0.5492587089538574,0.10069573603570466,0.06667865052819252,0.052015568353235744,0.04234839051961902,0.03626533560454839,0.020718772523105153,0.011627464741468434,0.005648667924106121
0029,PRight,1,1,0.2378540188074112,0.09936673119664195,0.0711437439918518,0.0524896982312203,0.03968108028173447,0.0337223671376704,0.022151258029043677,0.010821570083498962,0.0060499911196529865
0029,PRight,1,2,0.14173094928264618,0.09470747113227844,0.07166902586817746,0.05295404154807332,0.03981464207172394,0.03307907022535789,0.022470197081565862,0.011582229658961314,0.00609987904317677
0029,PRight,1,3,0.11587803065776825,0.08777214154601097,0.07014211788773538,0.05235393781214954,0.04082730963826181,0.033435159735381574,0.022182671725749975,0.012903010100126285,0.006091975839808583
0029,PRight,2,0,0.5070482492446899,0.07350375354290009,0.05080480679869652,0.04031569361686708,0.03344363793730737,0.028123456519097055,0.01620992366224529,0.008738839626312257,0.0040373653173446655
0029,PRight,2,1,0.19674110412597656,0.07591946743428708,0.052162379249930384,0.03683979697525503,0.02980389431118966,0.026445317827165093,0.017506464943289758,0.008497789502143865,0.004372978350147605
0029,PRight,2,2,0.12537410855293274,0.0746723534911871,0.05290469564497472,0.03803906813263897,0.02920728281140328,0.025080375745892426,0.017879422754049305,0.00954355783760548,0.004497294081375003
0029,PRight,2,3,0.09525009989738464,0.06906995162367822,0.05191386565566064,0.03818937078118328,0.029761001393198972,0.024642528872936924,0.017600371688604358,0.010218934528529657,0.004511673701927066
0029,PRight,3,0,0.4328111410140991,0.06000315591692924,0.04525452673435212,0.034510415568947794,0.028094802051782608,0.023553691059350932,0.013616952858865284,0.007046013139188291,0.003320116549730301
0029,PRight,3,1,0.1654852032661438,0.06582232892513276,0.04486588902771475,0.03209868583828211,0.025579211786389357,0.022774030175060005,0.014908810332417496,0.007009688392281535,0.0035297838039696217
0029,PRight,3,2,0.11391257494688034,0.06356968656182292,0.04476643100380898,0.032439860105514536,0.025033903047442456,0.021817534230649447,0.015368712507188322,0.007999040745198732,0.0036291283322498202
0029,PRight,3,3,0.0869324803352356,0.05901507567614317,0.043723063096404086,0.03193770941346887,0.02528736203908922,0.021049048844724888,0.015363350603729495,0.00897103622555733,0.0036694244481623173
0034,PRight,1,0,0.3212202787399292,0.07209655292332173,0.05025718361139299,0.040013434067368514,0.033870530277490624,0.029175823274999787,0.017222994379699232,0.010131747461855412,0.004961009137332439
0034,PRight,1,1,0.13065309822559357,0.06174575425684452,0.04335824340581894,0.035624232590198514,0.03163781955838203,0.0288165976293385,0.019947106763720513,0.00932598002254963,0.005259944591671228
0034,PRight,1,2,0.10514918714761734,0.05427216276526454,0.040053392499685286,0.03437043841928244,0.029767930805683143,0.027614145446568716,0.020640790648758418,0.010499071329832079,0.005383837269619107
0034,PRight,1,3,0.08404524624347687,0.04957565914839509,0.039889699071645746,0.033719367720186716,0.030867016837000848,0.02717453250661485,0.019914403930306437,0.011242467723786832,0.00541163282468915
0034,PRight,2,0,0.19049574434757233,0.05463226728141309,0.03978586927056314,0.03244054902344943,0.02721598520874979,0.023335508350282894,0.013580711092799904,0.007714928593486549,0.0037920594913884997
0034,PRight,2,1,0.1068476140499115,0.044700453653931625,0.03385391086339951,0.028344826754182578,0.025203529819846155,0.023305809404700985,0.015954668819904337,0.0071915814653038986,0.0040131425485014915
0034,PRight,2,2,0.08194715529680252,0.0381671778857708,0.02973640967160464,0.026087811514735226,0.02384088180959225,0.02237591072916981,0.01685221940279007,0.008257506415247924,0.0040887880604714155
0034,PRight,2,3,0.06485317647457123,0.03583658497780562,0.027679682187736036,0.025297758728265764,0.023189584165811544,0.021709204651415324,0.01663100272417069,0.009324690699577334,0.004135133698582649
0034,PRight,3,0,0.19049574434757233,0.04727458871901037,0.03493572384119034,0.027791723981499677,0.023055924549698834,0.019886581879109102,0.011804142594337465,0.0062640869989991224,0.0031601600348949432
0034,PRight,3,1,0.10237178206443787,0.03791094973683357,0.027910282984375954,0.02409198172390461,0.021955487504601478,0.020075872167944885,0.0141092403791845,0.005961668957024817,0.0033143776236101985
0034,PRight,3,2,0.07527466863393784,0.03300346717238426,0.025257478393614294,0.0223228750936687,0.020437725931406022,0.01933488352224229,0.014692890457808978,0.006899879965931184,0.003370600170455873
0034,PRight,3,3,0.05794189125299454,0.030475970506668094,0.023666860647499566,0.02147406591102481,0.02012163303792477,0.018795822001993638,0.014423989877104767,0.007942928001284601,0.003424526541493833
0039,PRight,1,0,0.2211233526468277,0.05418812569230796,0.040000876784324645,0.03202727269381285,0.026566393822431564,0.02237622002139687,0.014946017786860473,0.009876387007534506,0.0049718867521733046
0039,PRight,1,1,0.16979025304317474,0.038755724951624874,0.03261061631143094,0.028839326724410065,0.025903907939791682,0.023518777731806013,0.016094616241753106,0.008315263688564306,0.005421394016593695
0039,PRight,1,2,0.12638072669506073,0.032985000088810924,0.02815404165536165,0.025970228891819717,0.024105647057294847,0.02261823806911707,0.01749453563243151,0.008081621490418911,0.005609193118289113
0039,PRight,1,3,0.09708273410797119,0.030968366656452417,0.026068571582436563,0.024011102449148895,0.022840342521667483,0.02190168723464012,0.017990257032215597,0.008436952158808714,0.0056480064522475
0039,PRight,2,0,0.1316671073436737,0.045151748284697535,0.03338986970484257,0.025109725464135417,0.020759308934211733,0.018148800637573,0.011993978824466484,0.007196672074496754,0.003748236456885934
0039,PRight,2,1,0.10566005855798721,0.03254271764308214,0.026805179491639138,0.023646373394876723,0.020925746262073518,0.018875707127153862,0.013123158831149341,0.006373478658497333,0.00404892978258431
0039,PRight,2,2,0.081614188849926,0.026404946725815535,0.023383537717163564,0.021545824259519578,0.020021714270114906,0.018682742025703192,0.014126153569668532,0.00613586595281959,0.004153228597715497
0039,PRight,2,3,0.06223032996058464,0.024033432137221103,0.021634423881769182,0.01997285706922412,0.018808271437883377,0.01796383513137698,0.014571338891983032,0.00634318226948381,0.004201686475425959
0039,PRight,3,0,0.11129184812307358,0.038307094499468806,0.026942914687097096,0.021110330652445556,0.017877376526594168,0.015855805017054036,0.010552859026938682,0.00586776500567794,0.0031136260367929935
0039,PRight,3,1,0.07175808399915695,0.028052178360521794,0.023024379014968874,0.019974071420729166,0.017938489839434624,0.016499551758170125,0.011465404834598304,0.005221485160291197,0.003313220920972526
0039,PRight,3,2,0.05142481252551079,0.023118260614573963,0.020283176675438882,0.018596495836973193,0.017253047898411752,0.0161633905954659,0.012050454411655668,0.005032350029796363,0.0034045145148411393
0039,PRight,3,3,0.03937331214547157,0.021092088948935273,0.018898742496967318,0.017470517326146368,0.0163363903015852,0.01556676039472221,0.012390988226979975,0.005194226186722531,0.0034446666250005364
0044,PRight,1,0,0.6173452138900757,0.12990956857800487,0.09080236434936526,0.07004497200250626,0.058361199945211426,0.049727481603622434,0.029450140148401277,0.013252316229045397,0.005029306514188647
0044,PRight,1,1,0.2528793513774872,0.10809988513588908,0.08432660192251208,0.07156344160437586,0.0605227154493332,0.05155908465385426,0.03066276237368584,0.015487704426050197,0.005369753111153841
0044,PRight,1,2,0.14464640617370605,0.09568033650517464,0.07864848464727403,0.06741060696542263,0.059888253808021576,0.053744334354996676,0.031473307311534894,0.01754224821925164,0.0054148349445313215
0044,PRight,1,3,0.11144449561834335,0.08588955342769623,0.07414535254240036,0.06562230452895165,0.05873970612883568,0.05363266076892611,0.032636119052767774,0.018548772484064138,0.005430554272606969
0044,PRight,2,0,0.5417508482933044,0.09957628361880783,0.06513702794909479,0.05030146468430758,0.04102634012699127,0.0356123516336083,0.020898322016000746,0.009851589240133771,0.0038482079980894923
0044,PRight,2,1,0.20365065336227417,0.07712079204618931,0.058916632682085045,0.04938248220831156,0.041801557987928395,0.03747281655669211,0.022829503007233142,0.011682070046663297,0.004077258286997676
0044,PRight,2,2,0.11806386709213257,0.06783397376537324,0.052984075844287874,0.045629300735890874,0.0408044619858265,0.037056942470371716,0.024021181464195258,0.013518307916820061,0.004156529670581222
0044,PRight,2,3,0.09525028616189957,0.06304751053452493,0.05058925583958626,0.04307257939130068,0.03913141518831254,0.03594603650271892,0.02441304121166469,0.014211171865463258,0.004186725942417979
0044,PRight,3,0,0.4658018946647644,0.07937250144779687,0.050607487112283724,0.03879498403519393,0.033654572218656545,0.02976623838767408,0.017034638673067093,0.008450397849082957,0.003227166016586125
0044,PRight,3,1,0.17984478175640106,0.06746320813894277,0.04920168958604336,0.03864742998033763,0.03329552292823792,0.029368360340595222,0.018888802640140062,0.009658808633685113,0.0033433764474466443
0044,PRight,3,2,0.10751983523368835,0.06091124042868615,0.04540867030620575,0.037153320685029044,0.032550709694623946,0.02902386886999011,0.01948748864233494,0.011268298700451852,0.003427731222473085
0044,PRight,3,3,0.08684844523668289,0.05571013476699591,0.044290986955165874,0.03644413962960244,0.03133069306612015,0.027991773933172183,0.019606683962047105,0.01201723273843527,0.0034606963163241744
0049,PRight,1,0,0.11907695233821869,0.04081442151218653,0.030491947382688525,0.025531059745699178,0.021636612191796308,0.019456307031214214,0.013723073806613686,0.009455292671918875,0.0050409710966050625
0049,PRight,1,1,0.06041833385825157,0.02941624987870456,0.025826342292129996,0.023288155775517225,0.02131224758923054,0.01974528534337878,0.013374915812164549,0.008086793683469297,0.005553044378757477
0049,PRight,1,2,0.03186289966106415,0.02407587740570307,0.022407757453620433,0.021233681831508876,0.020176278799772265,0.01920329183340071,0.014457232318818573,0.007520992681384087,0.005670861573889852
0049,PRight,1,3,0.024185271933674812,0.02159453097730875,0.020368380136787892,0.019574187733232978,0.0189189263433218,0.018296658806502816,0.014963659364730122,0.007474364433437592,0.005726427072659135
0049,PRight,2,0,0.1146618127822876,0.035860260836780074,0.02647130273282528,0.0209710824303329,0.01785833135247231,0.015857555717229837,0.010647685825824744,0.006984433718025686,0.0038012266159057617
0049,PRight,2,1,0.05837733671069145,0.025570366308093073,0.02211518418043852,0.019878914263099436,0.017909381166100503,0.01646148823201656,0.0106067449785769,0.006209685746580363,0.0041059814393520355
0049,PRight,2,2,0.02837277576327324,0.021141665913164617,0.019210980273783207,0.018038511164486407,0.016833479553461077,0.01602011080831289,0.011679439805448062,0.005815129168331626,0.0042077244725078344
0049,PRight,2,3,0.02131979912519455,0.018687364235520365,0.017301269806921482,0.016479416638612746,0.015809410214424134,0.015242516435682758,0.012169933505356317,0.005781258456408983,0.004244765033945441
0049,PRight,3,0,0.1146618127822876,0.029922632891684772,0.0217109003290534,0.018143749274313458,0.015531286932528022,0.013865550188347694,0.00910463556647301,0.005675269011408094,0.0031422529136762023
0049,PRight,3,1,0.055826444178819656,0.022184166591614485,0.019228411354124546,0.017197904586791997,0.01564291633665562,0.014095660112798204,0.00932644745334983,0.005101743806153539,0.0033707674592733383
0049,PRight,3,2,0.02671685628592968,0.01864756276831031,0.016991596333682538,0.01564683211967349,0.014708702750504022,0.01386547880247235,0.009977007936686284,0.004858779720962048,0.0034460456809028983
0049,PRight,3,3,0.01925360970199108,0.01661148751154542,0.015143328309059144,0.014370380192995073,0.01377066668123007,0.01315629128366708,0.010399832576513293,0.004817607998847963,0.003480111248791218
0054,PRight,1,0,0.5484448671340942,0.1326537257432938,0.08926039472222333,0.06796424917876721,0.055754550397396095,0.04724282976239917,0.029844075813889512,0.015411498956382276,0.005528886104002595
0054,PRight,1,1,0.3894675672054291,0.110427253395319,0.07767792850732808,0.06254970893263818,0.05300444841384889,0.045990789681672986,0.031686813384294514,0.017560965195298216,0.005991588579490781
0054,PRight,1,2,0.22289112210273743,0.09091399252414704,0.07576908439397811,0.06059579025954009,0.05125118955969811,0.04653964638710021,0.03160189017653467,0.020020506903529182,0.006108403438702226
0054,PRight,1,3,0.13879252970218658,0.07896099351346493,0.06920676767826081,0.060092999786138544,0.052131789177656186,0.04521809536963698,0.032125196605920794,0.021266733482480052,0.006192262750118971
0054,PRight,2,0,0.39991331100463867,0.09610752105712894,0.0609612512588501,0.04689737576991321,0.03943716675043108,0.03364113084971902,0.021562578342854997,0.010946420952677742,0.004146774997934699
0054,PRight,2,1,0.28039801120758057,0.08445428989827633,0.058148131296038755,0.04473218679428102,0.037605014443397526,0.03334331009536981,0.022788296639919284,0.012494914233684545,0.004439141834154725
0054,PRight,2,2,0.15115982294082642,0.07108067259192467,0.05771841406822205,0.04639244109392167,0.038039117455482496,0.03369954600930213,0.022745146602392196,0.014037663489580157,0.004601761698722839
0054,PRight,2,3,0.09589874744415283,0.062144600301980976,0.05425764322280884,0.0467681073024869,0.039332409352064154,0.03330666497349738,0.022490479610860356,0.015004504844546322,0.004672311013564467
0054,PRight,3,0,0.38920629024505615,0.07715920515358449,0.047005765438079834,0.03695176023989917,0.03175706043839455,0.02824602779000997,0.01767823938280344,0.008758514747023601,0.003377339104190469
0054,PRight,3,1,0.17813315987586975,0.06862072631716733,0.044530087262392055,0.03453567564487458,0.03004470810294153,0.027134201861917964,0.01877082958817482,0.009959195367991926,0.00359889748506248
0054,PRight,3,2,0.09841322153806686,0.059051844663918024,0.046857447326183334,0.03782898698002102,0.03108183011412621,0.02680523749440895,0.018529490195214764,0.011256084963679315,0.0037342653376981616
0054,PRight,3,3,0.06326687335968018,0.05205509264022113,0.04506245061755181,0.038314479254186164,0.03156567931175233,0.026818099152296732,0.018244910612702375,0.012014955095946793,0.003803564701229334
0059,PRight,1,0,0.3170173764228821,0.05415940694510939,0.0398858689516783,0.032847197987139254,0.027952653318643578,0.024966827407479276,0.016549369320273406,0.010916326940059664,0.005439832108095288
0059,PRight,1,1,0.1406884342432022,0.038961972184479235,0.03172317706048489,0.028188324682414535,0.0259574244171381,0.023954863939434273,0.017563341371715075,0.010080206952989107,0.005890868371352553
0059,PRight,1,2,0.07734251767396927,0.03261566352099181,0.027682345807552338,0.025339559372514486,0.02380141966044903,0.022644455637782803,0.018474666774272917,0.011232034303247946,0.005934016313403845
0059,PRight,1,3,0.05702183395624161,0.02972889319062233,0.025774406231939793,0.023713609352707873,0.02260103404521942,0.021921870484948154,0.01849546991288662,0.012052533589303506,0.005967107368633151
0059,PRight,2,0,0.3170173764228821,0.040479175969958314,0.029617121517658235,0.02465147394686939,0.021109204441308985,0.018862455338239655,0.012904306687414647,0.007985317520797255,0.003981498070061207
0059,PRight,2,1,0.12918400764465332,0.02990709032863379,0.02429508585482836,0.021781926155090333,0.01994926877319813,0.018385068885982007,0.013283790834248067,0.007617721799761058,0.004269131226465106
0059,PRight,2,2,0.06615740805864334,0.02498238608241082,0.02131061289459467,0.019570861458778382,0.018432155176997186,0.0175887278281152,0.013923645485192539,0.008139333501458174,0.004364663036540151
0059,PRight,2,3,0.04691999405622482,0.02314204880967737,0.019748697616159917,0.018257003091275693,0.017566121965646747,0.01695455564185976,0.01411440186202527,0.00892932638525963,0.004398257005959749
0059,PRight,3,0,0.21958093345165253,0.03448159161955119,0.0254055105149746,0.020994880329817545,0.017810365110635763,0.0157654752023518,0.010664452333003283,0.006488775834441185,0.0032896624179556966
0059,PRight,3,1,0.1044095978140831,0.026189631167799238,0.020866414271295076,0.018358410466462388,0.01654591739177704,0.015316824289038746,0.011319421604275707,0.0063583628274500375,0.0034709532046690583
0059,PRight,3,2,0.052018869668245316,0.022154886089265347,0.018560609444975857,0.016816260889172555,0.01563818097114563,0.014780938997864713,0.011830160021781921,0.006718385592103013,0.0035384577931836247
0059,PRight,3,3,0.03626008331775665,0.020415206979960205,0.017271635234355927,0.015593148386105897,0.014975785575807095,0.01430421769618988,0.011944217886775734,0.0074046893045306246,0.003571696230210364
0064,PRight,1,0,0.20602285861968994,0.05924962799996138,0.044273165613412886,0.03559460997581484,0.030223109424114228,0.02652015220373865,0.017316145077347755,0.011265467107295993,0.00569297163747251
0064,PRight,1,1,0.09543630480766296,0.04356976877897978,0.035441179275512706,0.031357750855386265,0.027933265417814258,0.025620697718113598,0.018221567384898666,0.01023639924824238,0.006095340242609382
0064,PRight,1,2,0.06240205466747284,0.03603835575282574,0.030050523281097412,0.02773525102064015,0.025454838126897812,0.024028067570179692,0.018972692452371126,0.011089552938938142,0.006168913561850786
0064,PRight,1,3,0.05335349589586258,0.03251797493547201,0.028267081193625927,0.02594103377312422,0.024177923426032068,0.022893346101045608,0.018697557225823405,0.011811463907361036,0.0061758095398545265
0064,PRight,2,0,0.1749373823404312,0.04769333139061928,0.034110752567648894,0.02755729086697102,0.0235948158800602,0.020419136993587016,0.01314657172188163,0.00796378329396248,0.004133383044973016
0064,PRight,2,1,0.07925640046596527,0.0351090319082141,0.028233477883040918,0.024502421393990524,0.021932400912046443,0.020159974787384263,0.013926248531788588,0.007578131370246412,0.004407255677506328
